RSSI,Name,Timestamp
-76,egopi2,1489692118601
-81,egopi3,1489692118658
-78,egopi1,1489692118703
-77,egopi2,1489692118730
-87,egopi3,1489692118788
-74,egopi1,1489692118832
-79,egopi2,1489692118855
-75,egopi3,1489692118917
-63,egopi1,1489692118961
-80,egopi2,1489692118981
-77,egopi3,1489692119043
-60,egopi1,1489692119091
-77,egopi2,1489692119116
-78,egopi3,1489692119171
-67,egopi1,1489692119221
-83,egopi2,1489692119235
-78,egopi3,1489692119298
-64,egopi1,1489692119346
-89,egopi2,1489692119367
-79,egopi3,1489692119423
-70,egopi1,1489692119471
-83,egopi2,1489692119488
-73,egopi3,1489692119552
-70,egopi1,1489692119596
-88,egopi2,1489692119621
-69,egopi3,1489692119681
-73,egopi1,1489692119721
-80,egopi2,1489692119740
-71,egopi3,1489692119811
-78,egopi1,1489692119846
-77,egopi2,1489692119869
-69,egopi3,1489692119940
-65,egopi1,1489692119975
-85,egopi2,1489692119994
-72,egopi3,1489692120066
-76,egopi1,1489692120105
-81,egopi2,1489692120124
-70,egopi3,1489692120190
-75,egopi1,1489692120233
-70,egopi3,1489692120315
-66,egopi1,1489692120362
-85,egopi2,1489692120381
-70,egopi3,1489692120440
-94,Surge,1489692120468
-73,egopi1,1489692120494
-73,egopi2,1489692120511
-70,egopi3,1489692120570
-78,egopi1,1489692120618
-77,egopi2,1489692120640
-71,egopi3,1489692120696
-69,egopi1,1489692120748
-81,egopi2,1489692120772
-79,egopi3,1489692120821
-64,egopi1,1489692120877
-78,egopi2,1489692120896
-84,egopi3,1489692120950
-63,egopi1,1489692121001
-79,egopi3,1489692121079
-66,egopi1,1489692121125
-77,egopi2,1489692121152
-88,egopi3,1489692121203
-78,egopi1,1489692121254
-74,egopi2,1489692121271
-86,egopi3,1489692121334
-66,egopi1,1489692121380
-82,egopi2,1489692121404
-83,egopi3,1489692121463
-61,egopi1,1489692121506
-81,egopi2,1489692121524
-80,egopi3,1489692121593
-71,egopi1,1489692121634
-79,egopi2,1489692121654
-79,egopi3,1489692121720
-64,egopi1,1489692121763
-73,egopi2,1489692121786
-83,egopi3,1489692121850
-65,egopi1,1489692121890
-81,egopi2,1489692121911
-84,egopi3,1489692121980
-60,egopi1,1489692122019
-81,egopi2,1489692122040
-82,egopi3,1489692122105
-67,egopi1,1489692122146
-72,egopi2,1489692122167
-76,egopi3,1489692122231
-71,egopi1,1489692122276
-83,egopi2,1489692122293
-82,egopi3,1489692122355
-71,egopi1,1489692122403
-94,egopi2,1489692122426
-84,egopi3,1489692122481
-72,egopi1,1489692122528
-75,egopi2,1489692122549
-72,egopi1,1489692122657
-81,egopi2,1489692122677
-78,egopi3,1489692122734
-74,egopi1,1489692122782
-84,egopi2,1489692122803
-81,egopi3,1489692122864
-65,egopi1,1489692122911
-79,egopi2,1489692122932
-81,egopi3,1489692122993
-92,egopi1,1489692123035
-75,egopi2,1489692123054
-91,egopi3,1489692123122
-64,egopi1,1489692123162
-83,egopi2,1489692123184
-86,egopi3,1489692123248
-62,egopi1,1489692123292
-71,egopi2,1489692123322
-67,egopi1,1489692123422
-69,egopi2,1489692123440
-67,egopi1,1489692123546
-81,egopi2,1489692123570
-86,egopi3,1489692123632
-70,egopi1,1489692123680
-74,egopi2,1489692123707
-85,egopi3,1489692123761
-77,egopi1,1489692123808
-77,egopi2,1489692123824
-78,egopi1,1489692123926
-84,egopi2,1489692123953
-67,egopi1,1489692124054
-62,egopi1,1489692124178
-86,egopi2,1489692124207
-66,egopi1,1489692124303
-71,egopi2,1489692124333
-69,egopi3,1489692124394
-73,egopi1,1489692124429
-73,egopi2,1489692124460
-67,egopi3,1489692124524
-76,egopi1,1489692124554
-71,egopi2,1489692124585
-74,egopi3,1489692124650
-75,egopi1,1489692124681
-76,egopi2,1489692124712
-78,egopi3,1489692124779
-66,egopi1,1489692124806
-65,egopi2,1489692124842
-74,egopi3,1489692124906
-76,egopi1,1489692124935
-76,egopi2,1489692124970
-69,egopi1,1489692125059
-70,egopi2,1489692125097
-83,egopi1,1489692125187
-78,egopi2,1489692125222
-79,egopi3,1489692125290
-64,egopi1,1489692125314
-63,egopi2,1489692125347
-79,egopi3,1489692125417
-67,egopi1,1489692125440
-67,egopi2,1489692125475
-82,egopi3,1489692125542
-62,egopi1,1489692125569
-87,egopi2,1489692125602
-80,egopi3,1489692125670
-60,egopi1,1489692125688
-70,egopi2,1489692125727
-88,egopi3,1489692125795
-64,egopi1,1489692125822
-65,egopi2,1489692125852
-86,egopi3,1489692125922
-60,egopi1,1489692125944
-61,egopi2,1489692125977
-91,egopi3,1489692126051
-60,egopi1,1489692126071
-62,egopi2,1489692126102
-60,egopi1,1489692126191
-63,egopi2,1489692126229
-96,null,1489692126295
-88,egopi3,1489692126309
-57,egopi1,1489692126325
-73,egopi2,1489692126355
-98,null,1489692126479
-89,egopi3,1489692126558
-55,egopi1,1489692126578
-75,egopi2,1489692126608
-82,egopi3,1489692126685
-54,egopi1,1489692126710
-71,egopi2,1489692126736
-83,egopi3,1489692126812
-59,egopi1,1489692126840
-76,egopi2,1489692126866
-81,egopi3,1489692126937
-53,egopi1,1489692126962
-73,egopi2,1489692126992
-55,egopi1,1489692127080
-75,egopi2,1489692127137
-79,egopi3,1489692127189
-54,egopi1,1489692127217
-65,egopi2,1489692127241
-60,egopi1,1489692127333
-72,egopi2,1489692127369
-82,egopi3,1489692127447
-56,egopi1,1489692127469
-69,egopi2,1489692127493
-52,egopi1,1489692127586
-64,egopi2,1489692127614
-77,egopi2,1489692127742
-78,egopi3,1489692127824
-55,egopi1,1489692127859
-68,egopi2,1489692127878
-78,egopi3,1489692127945
-51,egopi1,1489692127972
-65,egopi2,1489692127995
-83,egopi3,1489692128070
-57,egopi1,1489692128096
-65,egopi2,1489692128138
-84,egopi3,1489692128202
-58,egopi1,1489692128257
-65,egopi2,1489692128267
-96,null,1489692128301
-76,egopi3,1489692128327
-49,egopi1,1489692128348
-65,egopi2,1489692128376
-80,egopi3,1489692128447
-57,egopi1,1489692128474
-69,egopi2,1489692128501
-78,egopi3,1489692128582
-53,egopi1,1489692128601
-63,egopi2,1489692128629
-79,egopi3,1489692128702
-50,egopi1,1489692128723
-59,egopi2,1489692128756
-82,egopi3,1489692128827
-52,egopi1,1489692128853
-81,egopi2,1489692128885
-88,egopi3,1489692128951
-51,egopi1,1489692128979
-88,egopi3,1489692129077
-44,egopi1,1489692129103
-76,egopi2,1489692129138
-91,egopi3,1489692129206
-52,egopi1,1489692129235
-65,egopi2,1489692129261
-86,egopi3,1489692129334
-56,egopi1,1489692129355
-72,egopi2,1489692129388
-78,egopi3,1489692129459
-56,egopi1,1489692129492
-60,egopi2,1489692129517
-77,egopi3,1489692129583
-95,null,1489692129605
-56,egopi1,1489692129622
-69,egopi2,1489692129641
-51,egopi1,1489692129741
-67,egopi2,1489692129768
-82,egopi3,1489692129838
-62,egopi1,1489692129867
-63,egopi2,1489692129897
-90,egopi3,1489692129963
-70,egopi1,1489692129995
-65,egopi2,1489692130025
-82,egopi3,1489692130089
-61,egopi1,1489692130122
-62,egopi2,1489692130150
-80,egopi3,1489692130217
-50,egopi1,1489692130249
-97,null,1489692130327
-75,egopi3,1489692130348
-56,egopi1,1489692130374
-66,egopi2,1489692130404
-73,egopi3,1489692130471
-72,egopi1,1489692130499
-63,egopi2,1489692130528
-74,egopi3,1489692130598
-54,egopi1,1489692130624
-68,egopi2,1489692130650
-72,egopi3,1489692130724
-54,egopi1,1489692130796
-68,egopi2,1489692130800
-71,egopi3,1489692130851
-61,egopi1,1489692130881
-58,egopi2,1489692130904
-74,egopi3,1489692130980
-53,egopi1,1489692131006
-59,egopi2,1489692131034
-81,egopi3,1489692131108
-58,egopi1,1489692131134
-63,egopi2,1489692131160
-83,egopi3,1489692131235
-55,egopi1,1489692131262
-68,egopi2,1489692131290
-79,Surge,1489692131320
-76,egopi3,1489692131360
-55,egopi1,1489692131389
-68,egopi2,1489692131417
-80,egopi3,1489692131486
-55,egopi1,1489692131514
-75,egopi3,1489692131612
-50,egopi1,1489692131640
-54,egopi2,1489692131672
-95,null,1489692131724
-78,egopi3,1489692131737
-48,egopi1,1489692131765
-60,egopi2,1489692131798
-76,egopi3,1489692131862
-55,egopi1,1489692131896
-58,egopi2,1489692131923
-83,egopi3,1489692131987
-51,egopi1,1489692132021
-58,egopi2,1489692132048
-75,egopi3,1489692132114
-50,egopi1,1489692132149
-55,egopi2,1489692132177
-96,null,1489692132194
-77,egopi3,1489692132243
-61,egopi1,1489692132276
-64,egopi2,1489692132303
-81,egopi3,1489692132371
-54,egopi1,1489692132402
-66,egopi2,1489692132431
-75,egopi3,1489692132499
-85,Surge,1489692132529
-56,egopi1,1489692132533
-63,egopi2,1489692132556
-74,egopi3,1489692132627
-53,egopi1,1489692132652
-64,egopi2,1489692132684
-74,egopi3,1489692132754
-57,egopi1,1489692132780
-66,egopi2,1489692132812
-83,egopi3,1489692132882
-55,egopi1,1489692132906
-70,egopi2,1489692132939
-85,egopi3,1489692133008
-56,egopi1,1489692133031
-63,egopi2,1489692133063
-61,egopi1,1489692133156
-65,egopi2,1489692133191
-83,egopi3,1489692133259
-64,egopi1,1489692133285
-74,egopi2,1489692133315
-79,egopi3,1489692133381
-58,egopi1,1489692133411
-74,egopi2,1489692133442
-81,egopi3,1489692133512
-63,egopi1,1489692133541
-74,egopi2,1489692133571
-57,egopi1,1489692133666
-58,egopi1,1489692133794
-68,egopi2,1489692133824
-59,egopi1,1489692133919
-66,egopi2,1489692133949
-82,egopi3,1489692134022
-62,egopi1,1489692134047
-71,egopi2,1489692134075
-89,egopi3,1489692134148
-61,egopi1,1489692134180
-73,egopi2,1489692134209
-89,egopi3,1489692134272
-70,egopi1,1489692134304
-72,egopi2,1489692134328
-67,egopi1,1489692134434
-81,egopi2,1489692134461
-84,egopi3,1489692134523
-60,egopi1,1489692134561
-76,egopi2,1489692134580
-83,egopi3,1489692134651
-71,egopi1,1489692134688
-73,egopi2,1489692134713
-82,egopi3,1489692134779
-66,egopi1,1489692134814
-93,egopi2,1489692134835
-78,egopi3,1489692134907
-93,Surge,1489692134929
-73,egopi1,1489692134949
-72,egopi2,1489692134964
-77,egopi3,1489692135034
-68,egopi1,1489692135073
-71,egopi2,1489692135102
-74,egopi3,1489692135159
-70,egopi1,1489692135198
-74,egopi2,1489692135216
-73,egopi3,1489692135284
-68,egopi1,1489692135323
-73,egopi2,1489692135350
-93,egopi3,1489692135410
-73,egopi1,1489692135449
-83,egopi2,1489692135473
-82,egopi3,1489692135537
-69,egopi1,1489692135576
-84,egopi2,1489692135607
-84,egopi3,1489692135664
-85,egopi1,1489692135703
-68,egopi2,1489692135724
-78,egopi3,1489692135789
-69,egopi1,1489692135831
-71,egopi2,1489692135856
-82,egopi3,1489692135914
-74,egopi1,1489692135957
-74,egopi2,1489692135983
-84,egopi3,1489692136044
-77,egopi1,1489692136085
-73,egopi2,1489692136111
-84,egopi3,1489692136170
-78,egopi1,1489692136212
-70,egopi2,1489692136239
-94,egopi3,1489692136298
-81,egopi1,1489692136342
-71,egopi1,1489692136472
-71,egopi1,1489692136599
-73,egopi2,1489692136626
-69,egopi1,1489692136724
-73,egopi2,1489692136750
-85,egopi3,1489692136806
-64,egopi1,1489692136852
-72,egopi2,1489692136881
-84,egopi3,1489692136935
-65,egopi1,1489692136980
-75,egopi2,1489692136999
-89,egopi3,1489692137064
-64,egopi1,1489692137106
-89,egopi3,1489692137193
-69,egopi1,1489692137231
-70,egopi2,1489692137257
-84,egopi3,1489692137322
-67,egopi1,1489692137355
-63,egopi2,1489692137385
-93,egopi3,1489692137447
-67,egopi1,1489692137480
-63,egopi2,1489692137509
-84,egopi3,1489692137573
-75,egopi1,1489692137610
-72,egopi2,1489692137636
-72,egopi1,1489692137738
-70,egopi2,1489692137762
-70,egopi1,1489692137866
-66,egopi2,1489692137893
-70,egopi1,1489692137992
-73,egopi2,1489692138021
-89,egopi3,1489692138083
-71,egopi1,1489692138118
-70,egopi2,1489692138148
-72,egopi1,1489692138249
-83,egopi2,1489692138277
-67,egopi1,1489692138374
-64,egopi2,1489692138403
-90,egopi3,1489692138463
-67,egopi1,1489692138500
-62,egopi2,1489692138529
-87,egopi3,1489692138591
-69,egopi1,1489692138625
-75,egopi2,1489692138654
-82,egopi3,1489692138717
-76,egopi1,1489692138751
-73,egopi2,1489692138785
-80,egopi3,1489692138845
-65,egopi1,1489692138876
-96,null,1489692138929
-81,egopi3,1489692138973
-76,egopi1,1489692139003
-77,egopi2,1489692139035
-73,egopi1,1489692139132
-71,egopi2,1489692139158
-69,egopi1,1489692139258
-66,egopi2,1489692139288
-78,egopi1,1489692139383
-69,egopi2,1489692139414
-76,egopi1,1489692139510
-71,egopi2,1489692139547
-69,egopi1,1489692139636
-68,egopi2,1489692139669
-69,egopi1,1489692139763
-76,egopi2,1489692139799
-79,egopi3,1489692139865
-70,egopi1,1489692139890
-70,egopi2,1489692139923
-83,egopi3,1489692139990
-65,egopi1,1489692140014
-65,egopi2,1489692140048
-64,egopi1,1489692140141
-67,egopi2,1489692140177
-59,egopi1,1489692140266
-66,egopi2,1489692140300
-60,egopi1,1489692140396
-69,egopi2,1489692140427
-79,egopi3,1489692140498
-61,egopi2,1489692140552
-62,egopi1,1489692140650
-61,egopi2,1489692140681
-55,egopi1,1489692140774
-90,egopi2,1489692140807
-100,null,1489692140864
-87,egopi3,1489692140884
-52,egopi1,1489692140917
-67,egopi2,1489692140947
-99,null,1489692141020
-61,egopi1,1489692141054
-72,egopi2,1489692141082
-82,egopi3,1489692141134
-60,egopi1,1489692141154
-63,egopi2,1489692141185
-57,egopi1,1489692141278
-65,egopi2,1489692141313
-61,egopi1,1489692141403
-64,egopi2,1489692141437
-103,null,1489692141491
-62,egopi1,1489692141529
-63,egopi2,1489692141562
-86,egopi3,1489692141635
-64,egopi1,1489692141656
-97,null,1489692141684
-68,egopi2,1489692141701
-84,egopi3,1489692141762
-55,egopi1,1489692141791
-68,egopi2,1489692141821
-89,egopi3,1489692141891
-54,egopi1,1489692141920
-61,egopi2,1489692141946
-58,egopi1,1489692142033
-63,egopi2,1489692142069
-92,egopi3,1489692142142
-60,egopi1,1489692142164
-62,egopi2,1489692142199
-62,egopi1,1489692142286
-57,egopi2,1489692142324
-95,egopi3,1489692142395
-67,egopi1,1489692142427
-63,egopi2,1489692142455
-65,egopi1,1489692142541
-61,egopi2,1489692142578
-79,egopi3,1489692142649
-67,egopi1,1489692142685
-58,egopi2,1489692142716
-93,null,1489692142780
-72,egopi1,1489692142808
-58,egopi2,1489692142836
-83,egopi3,1489692142902
-60,egopi1,1489692142933
-60,egopi2,1489692142967
-92,egopi3,1489692143026
-76,egopi1,1489692143052
-84,egopi3,1489692143161
-61,egopi1,1489692143187
-77,egopi2,1489692143218
-61,egopi1,1489692143301
-56,egopi2,1489692143333
-64,egopi1,1489692143431
-60,egopi2,1489692143468
-91,egopi3,1489692143537
-58,egopi1,1489692143578
-64,egopi2,1489692143604
-89,egopi3,1489692143662
-66,egopi1,1489692143689
-62,egopi2,1489692143727
-68,egopi1,1489692143810
-60,egopi2,1489692143866
-78,egopi3,1489692143912
-60,egopi1,1489692143934
-59,egopi2,1489692143963
-87,egopi3,1489692144037
-72,egopi1,1489692144062
-63,egopi2,1489692144091
-64,egopi1,1489692144187
-60,egopi2,1489692144218
-76,egopi1,1489692144316
-66,egopi1,1489692144442
-64,egopi2,1489692144469
-88,Surge,1489692144568
-63,egopi1,1489692144594
-56,egopi2,1489692144598
-87,egopi3,1489692144666
-63,egopi1,1489692144701
-58,egopi2,1489692144733
-58,egopi1,1489692144825
-62,egopi2,1489692144851
-58,egopi1,1489692144950
-57,egopi2,1489692144983
-60,egopi1,1489692145076
-53,egopi2,1489692145104
-99,null,1489692145160
-58,egopi1,1489692145206
-55,egopi2,1489692145233
-82,egopi3,1489692145300
-55,egopi1,1489692145331
-64,egopi2,1489692145359
-85,egopi3,1489692145424
-62,egopi1,1489692145459
-55,egopi2,1489692145486
-79,egopi3,1489692145553
-67,egopi1,1489692145586
-53,egopi2,1489692145611
-81,egopi3,1489692145679
-63,egopi1,1489692145712
-55,egopi2,1489692145738
-85,egopi3,1489692145804
-64,egopi1,1489692145839
-59,egopi2,1489692145870
-79,egopi3,1489692145930
-70,egopi1,1489692145967
-59,egopi2,1489692145991
-82,egopi3,1489692146059
-65,egopi1,1489692146094
-52,egopi2,1489692146122
-89,egopi3,1489692146187
-68,egopi1,1489692146219
-53,egopi2,1489692146250
-84,egopi3,1489692146312
-60,egopi1,1489692146346
-54,egopi2,1489692146375
-60,egopi1,1489692146473
-55,egopi2,1489692146500
-60,egopi1,1489692146602
-64,egopi2,1489692146633
-90,egopi3,1489692146695
-60,egopi1,1489692146730
-61,egopi2,1489692146763
-59,egopi1,1489692146855
-56,egopi2,1489692146879
-85,egopi3,1489692146946
-59,egopi1,1489692146981
-55,egopi2,1489692147007
-83,egopi3,1489692147072
-62,egopi1,1489692147110
-54,egopi2,1489692147136
-71,egopi1,1489692147238
-58,egopi2,1489692147271
-82,egopi3,1489692147331
-79,egopi1,1489692147363
-60,egopi2,1489692147389
-79,egopi3,1489692147461
-68,egopi1,1489692147488
-62,egopi2,1489692147525
-84,egopi3,1489692147585
-64,egopi1,1489692147618
-54,egopi2,1489692147643
-85,egopi3,1489692147710
-56,egopi1,1489692147744
-52,egopi2,1489692147770
-83,egopi3,1489692147836
-64,egopi1,1489692147869
-62,egopi2,1489692147896
-86,egopi3,1489692147964
-58,egopi1,1489692147998
-53,egopi2,1489692148025
-79,egopi3,1489692148091
-56,egopi1,1489692148122
-57,egopi1,1489692148249
-56,egopi2,1489692148278
-60,egopi1,1489692148376
-51,egopi2,1489692148404
-99,null,1489692148476
-59,egopi1,1489692148503
-49,egopi2,1489692148530
-61,egopi1,1489692148631
-49,egopi2,1489692148666
-91,egopi3,1489692148726
-69,egopi1,1489692148756
-51,egopi2,1489692148786
-76,egopi1,1489692148883
-49,egopi2,1489692148918
-72,egopi1,1489692149013
-46,egopi2,1489692149036
-64,egopi1,1489692149139
-52,egopi2,1489692149168
-88,egopi3,1489692149232
-73,egopi1,1489692149270
-52,egopi2,1489692149306
-95,egopi3,1489692149361
-51,egopi2,1489692149416
-69,egopi1,1489692149520
-55,egopi2,1489692149554
-92,null,1489692149584
-96,null,1489692149588
-91,egopi3,1489692149615
-64,egopi1,1489692149645
-53,egopi2,1489692149671
-88,egopi3,1489692149739
-58,egopi1,1489692149771
-54,egopi2,1489692149797
-90,egopi3,1489692149868
-63,egopi1,1489692149899
-59,egopi2,1489692149925
-86,egopi3,1489692149999
-68,egopi1,1489692150029
-53,egopi2,1489692150057
-81,egopi3,1489692150122
-74,egopi1,1489692150163
-59,egopi2,1489692150202
-68,egopi1,1489692150284
-65,egopi2,1489692150318
-83,egopi3,1489692150377
-70,egopi1,1489692150439
-80,egopi2,1489692150444
-79,egopi3,1489692150502
-66,egopi1,1489692150542
-67,egopi2,1489692150568
-77,egopi3,1489692150628
-63,egopi1,1489692150666
-72,egopi2,1489692150698
-68,egopi1,1489692150790
-60,egopi2,1489692150821
-80,egopi3,1489692150882
-60,egopi1,1489692150925
-70,egopi2,1489692150956
-76,egopi3,1489692151008
-64,egopi1,1489692151045
-75,egopi2,1489692151073
-82,egopi3,1489692151137
-64,egopi1,1489692151177
-64,egopi2,1489692151207
-85,egopi3,1489692151263
-63,egopi1,1489692151303
-72,egopi2,1489692151335
-82,egopi3,1489692151392
-60,egopi1,1489692151427
-70,egopi2,1489692151455
-84,egopi3,1489692151516
-66,egopi1,1489692151557
-69,egopi2,1489692151599
-99,null,1489692151629
-58,egopi1,1489692151683
-77,egopi2,1489692151706
-84,egopi3,1489692151775
-66,egopi1,1489692151831
-64,egopi2,1489692151850
-71,egopi2,1489692151962
-74,egopi1,1489692152063
-74,egopi2,1489692152093
